user_id,event_date,event_type
17,04/01/2022 16:00,login
25,04/01/2022 17:00,feature_A
26,04/01/2022 18:00,feature_B
69,04/01/2022 19:00,feature_A
70,04/01/2022 20:00,login
21,04/01/2022 21:00,login
21,04/01/2022 22:00,login
7,04/01/2022 23:00,feature_A
27,05/01/2022 00:00,login
85,05/01/2022 01:00,login
18,05/01/2022 02:00,feature_B
41,05/01/2022 03:00,feature_B
15,05/01/2022 04:00,feature_B
50,05/01/2022 05:00,feature_A
79,05/01/2022 06:00,feature_C
77,05/01/2022 07:00,feature_A
71,05/01/2022 08:00,login
68,05/01/2022 09:00,login
81,05/01/2022 10:00,feature_B
42,05/01/2022 11:00,login
70,05/01/2022 12:00,feature_C
9,05/01/2022 13:00,login
86,05/01/2022 14:00,feature_B
55,05/01/2022 15:00,feature_A
92,05/01/2022 16:00,feature_B
64,05/01/2022 17:00,login
86,05/01/2022 18:00,feature_A
54,05/01/2022 19:00,feature_A
89,05/01/2022 20:00,feature_C
61,05/01/2022 21:00,feature_B
85,05/01/2022 22:00,feature_C
86,05/01/2022 23:00,feature_A
48,06/01/2022 00:00,feature_A
3,06/01/2022 01:00,login
38,06/01/2022 02:00,login
74,06/01/2022 03:00,feature_A
68,06/01/2022 04:00,login
64,06/01/2022 05:00,feature_B
2,06/01/2022 06:00,login
91,06/01/2022 07:00,feature_C
56,06/01/2022 08:00,feature_B
86,06/01/2022 09:00,login
32,06/01/2022 10:00,login
97,06/01/2022 11:00,feature_A
81,06/01/2022 12:00,feature_B
18,06/01/2022 13:00,feature_C
34,06/01/2022 14:00,login
91,06/01/2022 15:00,login
97,06/01/2022 16:00,feature_B
56,06/01/2022 17:00,feature_C
95,06/01/2022 18:00,feature_B
75,06/01/2022 19:00,feature_C
11,06/01/2022 20:00,feature_C
2,06/01/2022 21:00,feature_A
85,06/01/2022 22:00,login
21,06/01/2022 23:00,feature_B
67,07/01/2022 00:00,feature_C
84,07/01/2022 01:00,feature_B
87,07/01/2022 02:00,feature_C
59,07/01/2022 03:00,feature_A
81,07/01/2022 04:00,feature_C
88,07/01/2022 05:00,login
25,07/01/2022 06:00,feature_B
98,07/01/2022 07:00,feature_A
75,07/01/2022 08:00,feature_B
16,07/01/2022 09:00,login
2,07/01/2022 10:00,feature_C
72,07/01/2022 11:00,feature_B
38,07/01/2022 12:00,feature_B
92,07/01/2022 13:00,feature_B
41,07/01/2022 14:00,login
98,07/01/2022 15:00,feature_A
29,07/01/2022 16:00,feature_C
50,07/01/2022 17:00,login
84,07/01/2022 18:00,feature_A
82,07/01/2022 19:00,feature_C
17,07/01/2022 20:00,feature_B
13,07/01/2022 21:00,login
91,07/01/2022 22:00,feature_B
33,07/01/2022 23:00,feature_B
32,08/01/2022 00:00,feature_A
66,08/01/2022 01:00,feature_C
32,08/01/2022 02:00,feature_B
54,08/01/2022 03:00,login
74,08/01/2022 04:00,feature_B
77,08/01/2022 05:00,login
65,08/01/2022 06:00,login
11,08/01/2022 07:00,feature_C
51,08/01/2022 08:00,feature_A
8,08/01/2022 09:00,feature_B
64,08/01/2022 10:00,feature_B
32,08/01/2022 11:00,feature_B
95,08/01/2022 12:00,feature_B
30,08/01/2022 13:00,feature_C
9,08/01/2022 14:00,feature_B
64,08/01/2022 15:00,login
80,08/01/2022 16:00,feature_C
6,08/01/2022 17:00,login
66,08/01/2022 18:00,feature_B
83,08/01/2022 19:00,login
13,08/01/2022 20:00,feature_A
80,08/01/2022 21:00,feature_C
27,08/01/2022 22:00,login
18,08/01/2022 23:00,feature_A
87,09/01/2022 00:00,feature_B
98,09/01/2022 01:00,feature_B
18,09/01/2022 02:00,feature_B
86,09/01/2022 03:00,login
86,09/01/2022 04:00,feature_A
100,09/01/2022 05:00,feature_C
76,09/01/2022 06:00,login
92,09/01/2022 07:00,feature_A
43,09/01/2022 08:00,login
48,09/01/2022 09:00,feature_B
22,09/01/2022 10:00,login
11,09/01/2022 11:00,feature_C
72,09/01/2022 12:00,feature_A
66,09/01/2022 13:00,login
15,09/01/2022 14:00,feature_B
90,09/01/2022 15:00,feature_C
98,09/01/2022 16:00,feature_B
71,09/01/2022 17:00,feature_B
79,09/01/2022 18:00,feature_C
37,09/01/2022 19:00,login
57,09/01/2022 20:00,feature_A
39,09/01/2022 21:00,feature_C
10,09/01/2022 22:00,login
98,09/01/2022 23:00,feature_B
89,10/01/2022 00:00,feature_C
46,10/01/2022 01:00,feature_C
19,10/01/2022 02:00,feature_B
8,10/01/2022 03:00,feature_A
16,10/01/2022 04:00,feature_A
11,10/01/2022 05:00,feature_A
22,10/01/2022 06:00,feature_A
57,10/01/2022 07:00,feature_B
45,10/01/2022 08:00,feature_B
11,10/01/2022 09:00,login
10,10/01/2022 10:00,feature_C
3,10/01/2022 11:00,feature_B
41,10/01/2022 12:00,feature_C
75,10/01/2022 13:00,login
19,10/01/2022 14:00,feature_C
66,10/01/2022 15:00,feature_A
37,10/01/2022 16:00,feature_A
40,10/01/2022 17:00,feature_C
3,10/01/2022 18:00,login
47,10/01/2022 19:00,login
91,10/01/2022 20:00,feature_A
70,10/01/2022 21:00,login
40,10/01/2022 22:00,feature_B
41,10/01/2022 23:00,feature_A
47,11/01/2022 00:00,feature_A
3,11/01/2022 01:00,feature_B
90,11/01/2022 02:00,feature_A
44,11/01/2022 03:00,feature_B
51,11/01/2022 04:00,feature_B
72,11/01/2022 05:00,login
6,11/01/2022 06:00,feature_C
37,11/01/2022 07:00,login
29,11/01/2022 08:00,feature_C
33,11/01/2022 09:00,feature_C
46,11/01/2022 10:00,login
23,11/01/2022 11:00,login
3,11/01/2022 12:00,login
10,11/01/2022 13:00,feature_A
65,11/01/2022 14:00,login
2,11/01/2022 15:00,feature_B
87,11/01/2022 16:00,feature_C
52,11/01/2022 17:00,feature_C
70,11/01/2022 18:00,feature_B
96,11/01/2022 19:00,feature_A
25,11/01/2022 20:00,feature_B
78,11/01/2022 21:00,feature_B
91,11/01/2022 22:00,feature_A
83,11/01/2022 23:00,login
93,12/01/2022 00:00,feature_B
36,12/01/2022 01:00,feature_C
72,12/01/2022 02:00,feature_A
67,12/01/2022 03:00,feature_C
5,12/01/2022 04:00,feature_C
71,12/01/2022 05:00,feature_C
84,12/01/2022 06:00,feature_A
25,12/01/2022 07:00,feature_C
72,12/01/2022 08:00,feature_B
59,12/01/2022 09:00,feature_C
94,12/01/2022 10:00,feature_C
15,12/01/2022 11:00,feature_C
92,12/01/2022 12:00,feature_A
45,12/01/2022 13:00,feature_A
78,12/01/2022 14:00,feature_C
35,12/01/2022 15:00,feature_B
42,12/01/2022 16:00,login
21,12/01/2022 17:00,feature_B
69,12/01/2022 18:00,feature_A
52,12/01/2022 19:00,feature_B
3,12/01/2022 20:00,feature_C
81,12/01/2022 21:00,login
100,12/01/2022 22:00,login
35,12/01/2022 23:00,login
51,13/01/2022 00:00,feature_C
87,13/01/2022 01:00,feature_B
76,13/01/2022 02:00,feature_B
30,13/01/2022 03:00,feature_B
99,13/01/2022 04:00,feature_B
57,13/01/2022 05:00,feature_C
64,13/01/2022 06:00,feature_B
86,13/01/2022 07:00,login
37,13/01/2022 08:00,login
23,13/01/2022 09:00,feature_B
1,13/01/2022 10:00,feature_A
22,13/01/2022 11:00,login
78,13/01/2022 12:00,feature_B
64,13/01/2022 13:00,feature_B
62,13/01/2022 14:00,feature_A
94,13/01/2022 15:00,feature_C
98,13/01/2022 16:00,feature_C
86,13/01/2022 17:00,feature_C
81,13/01/2022 18:00,login
22,13/01/2022 19:00,feature_B
35,13/01/2022 20:00,login
66,13/01/2022 21:00,feature_B
90,13/01/2022 22:00,feature_A
38,13/01/2022 23:00,feature_B
21,14/01/2022 00:00,login
55,14/01/2022 01:00,feature_C
89,14/01/2022 02:00,feature_A
38,14/01/2022 03:00,login
62,14/01/2022 04:00,feature_B
70,14/01/2022 05:00,feature_B
21,14/01/2022 06:00,login
44,14/01/2022 07:00,login
67,14/01/2022 08:00,feature_B
87,14/01/2022 09:00,login
40,14/01/2022 10:00,login
47,14/01/2022 11:00,feature_A
80,14/01/2022 12:00,feature_A
15,14/01/2022 13:00,feature_C
35,14/01/2022 14:00,feature_B
18,14/01/2022 15:00,feature_A
79,14/01/2022 16:00,feature_C
93,14/01/2022 17:00,login
1,14/01/2022 18:00,feature_C
100,14/01/2022 19:00,feature_A
87,14/01/2022 20:00,feature_C
72,14/01/2022 21:00,login
26,14/01/2022 22:00,feature_A
84,14/01/2022 23:00,feature_A
17,15/01/2022 00:00,login
16,15/01/2022 01:00,feature_C
97,15/01/2022 02:00,feature_C
7,15/01/2022 03:00,login
29,15/01/2022 04:00,feature_B
91,15/01/2022 05:00,feature_B
80,15/01/2022 06:00,login
88,15/01/2022 07:00,login
62,15/01/2022 08:00,login
26,15/01/2022 09:00,feature_C
68,15/01/2022 10:00,feature_A
6,15/01/2022 11:00,feature_C
34,15/01/2022 12:00,feature_C
26,15/01/2022 13:00,login
11,15/01/2022 14:00,feature_C
52,15/01/2022 15:00,login
92,15/01/2022 16:00,feature_C
59,15/01/2022 17:00,login
72,15/01/2022 18:00,feature_C
53,15/01/2022 19:00,feature_A
97,15/01/2022 20:00,feature_A
28,15/01/2022 21:00,feature_C
82,15/01/2022 22:00,feature_A
9,15/01/2022 23:00,feature_A
72,16/01/2022 00:00,feature_A
41,16/01/2022 01:00,login
57,16/01/2022 02:00,login
98,16/01/2022 03:00,feature_C
79,16/01/2022 04:00,feature_A
21,16/01/2022 05:00,feature_A
60,16/01/2022 06:00,login
97,16/01/2022 07:00,feature_B
26,16/01/2022 08:00,login
48,16/01/2022 09:00,feature_B
53,16/01/2022 10:00,feature_C
96,16/01/2022 11:00,login
77,16/01/2022 12:00,feature_B
87,16/01/2022 13:00,feature_A
88,16/01/2022 14:00,feature_B
75,16/01/2022 15:00,feature_C
64,16/01/2022 16:00,feature_B
81,16/01/2022 17:00,feature_C
22,16/01/2022 18:00,feature_A
76,16/01/2022 19:00,feature_A
68,16/01/2022 20:00,feature_C
80,16/01/2022 21:00,feature_B
41,16/01/2022 22:00,feature_B
33,16/01/2022 23:00,feature_B
6,17/01/2022 00:00,feature_C
28,17/01/2022 01:00,feature_C
80,17/01/2022 02:00,feature_A
94,17/01/2022 03:00,feature_B
37,17/01/2022 04:00,feature_C
58,17/01/2022 05:00,feature_C
85,17/01/2022 06:00,feature_A
22,17/01/2022 07:00,feature_B
89,17/01/2022 08:00,feature_A
99,17/01/2022 09:00,feature_C
1,17/01/2022 10:00,feature_B
97,17/01/2022 11:00,feature_B
17,17/01/2022 12:00,feature_C
66,17/01/2022 13:00,feature_C
83,17/01/2022 14:00,feature_B
62,17/01/2022 15:00,login
14,17/01/2022 16:00,feature_B
83,17/01/2022 17:00,feature_B
37,17/01/2022 18:00,feature_B
86,17/01/2022 19:00,feature_B
97,17/01/2022 20:00,feature_C
57,17/01/2022 21:00,feature_A
85,17/01/2022 22:00,feature_C
89,17/01/2022 23:00,feature_A
20,18/01/2022 00:00,feature_B
61,18/01/2022 01:00,login
83,18/01/2022 02:00,feature_B
67,18/01/2022 03:00,login
74,18/01/2022 04:00,feature_C
95,18/01/2022 05:00,feature_C
31,18/01/2022 06:00,login
33,18/01/2022 07:00,feature_C
35,18/01/2022 08:00,feature_A
17,18/01/2022 09:00,login
91,18/01/2022 10:00,feature_A
23,18/01/2022 11:00,feature_B
94,18/01/2022 12:00,feature_A
10,18/01/2022 13:00,login
36,18/01/2022 14:00,feature_B
65,18/01/2022 15:00,login
17,18/01/2022 16:00,feature_C
8,18/01/2022 17:00,feature_A
33,18/01/2022 18:00,feature_B
43,18/01/2022 19:00,feature_A
88,18/01/2022 20:00,feature_A
99,18/01/2022 21:00,feature_C
16,18/01/2022 22:00,login
64,18/01/2022 23:00,feature_A
51,19/01/2022 00:00,feature_B
78,19/01/2022 01:00,feature_C
71,19/01/2022 02:00,login
8,19/01/2022 03:00,feature_B
94,19/01/2022 04:00,feature_A
28,19/01/2022 05:00,feature_C
79,19/01/2022 06:00,feature_C
51,19/01/2022 07:00,feature_B
81,19/01/2022 08:00,feature_B
15,19/01/2022 09:00,feature_B
32,19/01/2022 10:00,login
35,19/01/2022 11:00,feature_B
77,19/01/2022 12:00,feature_B
40,19/01/2022 13:00,feature_B
78,19/01/2022 14:00,feature_B
59,19/01/2022 15:00,login
10,19/01/2022 16:00,feature_B
26,19/01/2022 17:00,feature_C
60,19/01/2022 18:00,feature_B
32,19/01/2022 19:00,feature_C
48,19/01/2022 20:00,login
77,19/01/2022 21:00,feature_C
94,19/01/2022 22:00,feature_B
45,19/01/2022 23:00,feature_B
35,20/01/2022 00:00,feature_C
4,20/01/2022 01:00,feature_C
92,20/01/2022 02:00,feature_C
37,20/01/2022 03:00,login
59,20/01/2022 04:00,feature_A
48,20/01/2022 05:00,feature_C
90,20/01/2022 06:00,feature_C
87,20/01/2022 07:00,feature_A
46,20/01/2022 08:00,feature_C
92,20/01/2022 09:00,login
39,20/01/2022 10:00,feature_B
11,20/01/2022 11:00,feature_C
9,20/01/2022 12:00,feature_A
100,20/01/2022 13:00,feature_A
94,20/01/2022 14:00,feature_A
24,20/01/2022 15:00,feature_A
98,20/01/2022 16:00,feature_B
75,20/01/2022 17:00,login
77,20/01/2022 18:00,feature_B
86,20/01/2022 19:00,login
90,20/01/2022 20:00,feature_A
57,20/01/2022 21:00,feature_A
12,20/01/2022 22:00,login
79,20/01/2022 23:00,feature_C
73,21/01/2022 00:00,feature_B
87,21/01/2022 01:00,feature_C
32,21/01/2022 02:00,feature_C
32,21/01/2022 03:00,login
7,21/01/2022 04:00,feature_B
22,21/01/2022 05:00,feature_A
6,21/01/2022 06:00,feature_A
85,21/01/2022 07:00,feature_A
64,21/01/2022 08:00,feature_A
60,21/01/2022 09:00,feature_A
34,21/01/2022 10:00,feature_B
60,21/01/2022 11:00,feature_B
30,21/01/2022 12:00,feature_C
53,21/01/2022 13:00,feature_B
7,21/01/2022 14:00,feature_B
99,21/01/2022 15:00,feature_B
89,21/01/2022 16:00,login
87,21/01/2022 17:00,feature_A
42,21/01/2022 18:00,feature_B
85,21/01/2022 19:00,feature_C
77,21/01/2022 20:00,login
36,21/01/2022 21:00,feature_B
28,21/01/2022 22:00,feature_A
50,21/01/2022 23:00,login
10,22/01/2022 00:00,login
49,22/01/2022 01:00,feature_C
81,22/01/2022 02:00,feature_A
31,22/01/2022 03:00,feature_B
26,22/01/2022 04:00,feature_B
29,22/01/2022 05:00,login
86,22/01/2022 06:00,feature_B
85,22/01/2022 07:00,login
46,22/01/2022 08:00,feature_B
31,22/01/2022 09:00,feature_A
38,22/01/2022 10:00,feature_A
60,22/01/2022 11:00,feature_B
75,22/01/2022 12:00,feature_C
34,22/01/2022 13:00,feature_A
99,22/01/2022 14:00,feature_B
78,22/01/2022 15:00,login
68,22/01/2022 16:00,feature_C
80,22/01/2022 17:00,login
81,22/01/2022 18:00,feature_B
73,22/01/2022 19:00,feature_C
34,22/01/2022 20:00,feature_C
10,22/01/2022 21:00,login
81,22/01/2022 22:00,login
24,22/01/2022 23:00,feature_A
48,23/01/2022 00:00,feature_C
3,23/01/2022 01:00,feature_B
81,23/01/2022 02:00,login
87,23/01/2022 03:00,feature_C
51,23/01/2022 04:00,feature_A
81,23/01/2022 05:00,feature_C
12,23/01/2022 06:00,login
11,23/01/2022 07:00,feature_C
24,23/01/2022 08:00,feature_A
12,23/01/2022 09:00,feature_B
67,23/01/2022 10:00,login
47,23/01/2022 11:00,login
16,23/01/2022 12:00,login
66,23/01/2022 13:00,feature_A
82,23/01/2022 14:00,feature_B
43,23/01/2022 15:00,feature_C
36,23/01/2022 16:00,feature_C
24,23/01/2022 17:00,feature_B
72,23/01/2022 18:00,login
20,23/01/2022 19:00,feature_A
67,23/01/2022 20:00,feature_A
51,23/01/2022 21:00,feature_B
11,23/01/2022 22:00,feature_A
80,23/01/2022 23:00,feature_C
97,24/01/2022 00:00,login
52,24/01/2022 01:00,feature_B
32,24/01/2022 02:00,login
9,24/01/2022 03:00,feature_A
23,24/01/2022 04:00,feature_B
78,24/01/2022 05:00,login
32,24/01/2022 06:00,login
94,24/01/2022 07:00,feature_B
67,24/01/2022 08:00,feature_A
57,24/01/2022 09:00,feature_C
90,24/01/2022 10:00,feature_C
79,24/01/2022 11:00,feature_B
34,24/01/2022 12:00,login
39,24/01/2022 13:00,feature_B
46,24/01/2022 14:00,feature_A
77,24/01/2022 15:00,feature_B
74,24/01/2022 16:00,login
24,24/01/2022 17:00,feature_A
55,24/01/2022 18:00,login
14,24/01/2022 19:00,feature_C
89,24/01/2022 20:00,login
94,24/01/2022 21:00,feature_A
84,24/01/2022 22:00,feature_B
74,24/01/2022 23:00,login
76,25/01/2022 00:00,feature_C
67,25/01/2022 01:00,feature_B
84,25/01/2022 02:00,login
78,25/01/2022 03:00,feature_A
52,25/01/2022 04:00,feature_B
55,25/01/2022 05:00,login
9,25/01/2022 06:00,feature_C
63,25/01/2022 07:00,feature_B
87,25/01/2022 08:00,feature_A
53,25/01/2022 09:00,feature_B
74,25/01/2022 10:00,feature_B
91,25/01/2022 11:00,feature_C
54,25/01/2022 12:00,feature_C
19,25/01/2022 13:00,feature_A
13,25/01/2022 14:00,login
3,25/01/2022 15:00,feature_B
44,25/01/2022 16:00,login
51,25/01/2022 17:00,login
47,25/01/2022 18:00,login
37,25/01/2022 19:00,login
57,25/01/2022 20:00,feature_A
26,25/01/2022 21:00,login
20,25/01/2022 22:00,feature_B
23,25/01/2022 23:00,feature_A
5,26/01/2022 00:00,feature_B
68,26/01/2022 01:00,feature_B
18,26/01/2022 02:00,feature_A
33,26/01/2022 03:00,feature_A
61,26/01/2022 04:00,feature_B
35,26/01/2022 05:00,feature_A
16,26/01/2022 06:00,feature_B
69,26/01/2022 07:00,feature_C
88,26/01/2022 08:00,feature_B
57,26/01/2022 09:00,login
76,26/01/2022 10:00,feature_A
76,26/01/2022 11:00,login
53,26/01/2022 12:00,feature_A
8,26/01/2022 13:00,feature_C
88,26/01/2022 14:00,login
88,26/01/2022 15:00,login
6,26/01/2022 16:00,feature_C
2,26/01/2022 17:00,feature_C
59,26/01/2022 18:00,feature_C
60,26/01/2022 19:00,feature_B
76,26/01/2022 20:00,feature_B
68,26/01/2022 21:00,login
70,26/01/2022 22:00,feature_C
33,26/01/2022 23:00,feature_B
32,27/01/2022 00:00,feature_C
61,27/01/2022 01:00,login
78,27/01/2022 02:00,feature_B
37,27/01/2022 03:00,feature_C
57,27/01/2022 04:00,feature_B
77,27/01/2022 05:00,feature_B
32,27/01/2022 06:00,feature_C
53,27/01/2022 07:00,feature_C
16,27/01/2022 08:00,feature_C
37,27/01/2022 09:00,feature_C
11,27/01/2022 10:00,feature_B
86,27/01/2022 11:00,login
80,27/01/2022 12:00,login
37,27/01/2022 13:00,login
75,27/01/2022 14:00,feature_B
48,27/01/2022 15:00,feature_C
87,27/01/2022 16:00,login
90,27/01/2022 17:00,feature_A
5,27/01/2022 18:00,login
21,27/01/2022 19:00,login
19,27/01/2022 20:00,feature_C
36,27/01/2022 21:00,feature_C
80,27/01/2022 22:00,feature_A
63,27/01/2022 23:00,feature_B
95,28/01/2022 00:00,feature_A
54,28/01/2022 01:00,feature_C
7,28/01/2022 02:00,feature_C
88,28/01/2022 03:00,login
27,28/01/2022 04:00,feature_C
64,28/01/2022 05:00,feature_C
11,28/01/2022 06:00,feature_B
94,28/01/2022 07:00,feature_A
48,28/01/2022 08:00,feature_A
98,28/01/2022 09:00,feature_B
92,28/01/2022 10:00,feature_C
41,28/01/2022 11:00,feature_C
53,28/01/2022 12:00,feature_A
61,28/01/2022 13:00,feature_C
60,28/01/2022 14:00,feature_B
32,28/01/2022 15:00,feature_B
14,28/01/2022 16:00,feature_A
54,28/01/2022 17:00,login
30,28/01/2022 18:00,feature_C
10,28/01/2022 19:00,feature_C
48,28/01/2022 20:00,feature_C
74,28/01/2022 21:00,feature_A
11,28/01/2022 22:00,login
99,28/01/2022 23:00,login
24,29/01/2022 00:00,feature_B
40,29/01/2022 01:00,feature_C
19,29/01/2022 02:00,feature_B
12,29/01/2022 03:00,login
95,29/01/2022 04:00,login
90,29/01/2022 05:00,feature_A
96,29/01/2022 06:00,login
41,29/01/2022 07:00,login
83,29/01/2022 08:00,feature_B
50,29/01/2022 09:00,feature_C
65,29/01/2022 10:00,feature_A
30,29/01/2022 11:00,feature_C
23,29/01/2022 12:00,feature_A
5,29/01/2022 13:00,feature_B
43,29/01/2022 14:00,feature_A
59,29/01/2022 15:00,login
97,29/01/2022 16:00,feature_A
18,29/01/2022 17:00,login
95,29/01/2022 18:00,feature_B
94,29/01/2022 19:00,feature_C
85,29/01/2022 20:00,feature_C
71,29/01/2022 21:00,feature_B
56,29/01/2022 22:00,feature_B
55,29/01/2022 23:00,feature_C
69,30/01/2022 00:00,login
69,30/01/2022 01:00,login
76,30/01/2022 02:00,feature_C
84,30/01/2022 03:00,feature_C
8,30/01/2022 04:00,login
62,30/01/2022 05:00,feature_A
36,30/01/2022 06:00,login
46,30/01/2022 07:00,feature_C
29,30/01/2022 08:00,feature_C
21,30/01/2022 09:00,feature_B
26,30/01/2022 10:00,login
48,30/01/2022 11:00,feature_A
14,30/01/2022 12:00,login
75,30/01/2022 13:00,feature_B
82,30/01/2022 14:00,feature_C
22,30/01/2022 15:00,feature_B
99,30/01/2022 16:00,feature_B
73,30/01/2022 17:00,feature_A
89,30/01/2022 18:00,feature_B
25,30/01/2022 19:00,feature_C
69,30/01/2022 20:00,login
42,30/01/2022 21:00,feature_A
92,30/01/2022 22:00,login
7,30/01/2022 23:00,feature_B
28,31/01/2022 00:00,login
35,31/01/2022 01:00,feature_C
100,31/01/2022 02:00,feature_B
47,31/01/2022 03:00,feature_B
52,31/01/2022 04:00,login
43,31/01/2022 05:00,feature_B
52,31/01/2022 06:00,feature_A
43,31/01/2022 07:00,feature_A
60,31/01/2022 08:00,feature_A
52,31/01/2022 09:00,feature_A
14,31/01/2022 10:00,feature_A
75,31/01/2022 11:00,login
57,31/01/2022 12:00,feature_C
9,31/01/2022 13:00,feature_C
80,31/01/2022 14:00,feature_B
84,31/01/2022 15:00,feature_B
30,31/01/2022 16:00,feature_B
72,31/01/2022 17:00,feature_B
6,31/01/2022 18:00,feature_B
69,31/01/2022 19:00,feature_C
93,31/01/2022 20:00,login
92,31/01/2022 21:00,feature_A
34,31/01/2022 22:00,login
14,31/01/2022 23:00,feature_A
51,01/02/2022 00:00,feature_A
60,01/02/2022 01:00,feature_B
59,01/02/2022 02:00,feature_B
37,01/02/2022 03:00,feature_B
50,01/02/2022 04:00,feature_C
100,01/02/2022 05:00,login
76,01/02/2022 06:00,login
43,01/02/2022 07:00,login
58,01/02/2022 08:00,feature_A
8,01/02/2022 09:00,feature_C
88,01/02/2022 10:00,feature_C
8,01/02/2022 11:00,feature_B
25,01/02/2022 12:00,feature_B
94,01/02/2022 13:00,feature_A
64,01/02/2022 14:00,feature_C
5,01/02/2022 15:00,login
76,01/02/2022 16:00,feature_C
86,01/02/2022 17:00,feature_A
80,01/02/2022 18:00,feature_B
58,01/02/2022 19:00,feature_A
28,01/02/2022 20:00,feature_A
39,01/02/2022 21:00,feature_B
52,01/02/2022 22:00,feature_C
19,01/02/2022 23:00,feature_B
7,02/02/2022 00:00,feature_B
89,02/02/2022 01:00,feature_B
52,02/02/2022 02:00,feature_C
59,02/02/2022 03:00,feature_B
64,02/02/2022 04:00,feature_C
84,02/02/2022 05:00,feature_B
40,02/02/2022 06:00,login
65,02/02/2022 07:00,feature_B
70,02/02/2022 08:00,feature_A
85,02/02/2022 09:00,login
33,02/02/2022 10:00,feature_B
67,02/02/2022 11:00,login
17,02/02/2022 12:00,feature_C
76,02/02/2022 13:00,feature_C
67,02/02/2022 14:00,login
46,02/02/2022 15:00,feature_C
51,02/02/2022 16:00,login
57,02/02/2022 17:00,feature_A
47,02/02/2022 18:00,feature_C
77,02/02/2022 19:00,feature_B
10,02/02/2022 20:00,feature_B
5,02/02/2022 21:00,feature_A
44,02/02/2022 22:00,feature_C
74,02/02/2022 23:00,feature_A
41,03/02/2022 00:00,feature_C
51,03/02/2022 01:00,feature_B
9,03/02/2022 02:00,feature_C
100,03/02/2022 03:00,feature_A
14,03/02/2022 04:00,feature_B
55,03/02/2022 05:00,feature_A
100,03/02/2022 06:00,login
58,03/02/2022 07:00,feature_B
73,03/02/2022 08:00,feature_C
19,03/02/2022 09:00,feature_B
72,03/02/2022 10:00,login
12,03/02/2022 11:00,feature_B
97,03/02/2022 12:00,feature_A
57,03/02/2022 13:00,feature_B
94,03/02/2022 14:00,feature_B
6,03/02/2022 15:00,feature_C
